"","TVType","ProgramType","Month","DayPart","SpotName","Oldest","Old","Base","RR","CPM","comp"
"699","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",93,214,229967,0.00010752688172043,11.8561290322581,0.000404405849534933
"700","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",112,223,259053,0.00000892857142857143,10.6652232142857,0.000432343960502291
"701","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",76,171,201053,0.0000394736842105263,15.7171710526316,0.000378009778516113
"702","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",96,222,248359,0.000104166666666667,12.4427604166667,0.000386537230380216
"703","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",106,215,248845,0.0000566037735849057,11.2689150943396,0.000425967972030782
"704","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",115,255,291153,0.0000347826086956522,10.387,0.000394981332838748
"705","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",97,221,241472,0.0000618556701030928,12.3144845360825,0.000401702888947787
"706","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",91,221,279545,0.0000989010989010989,13.1264285714286,0.000325528984599975
"707","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",110,256,295121,0.0000727272727272727,10.8591363636364,0.000372728474083512
"708","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",97,203,230828,0.0000824742268041237,12.3144845360825,0.000420226315698269
"709","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",113,218,236255,0.0000707964601769911,10.5708407079646,0.00047829675562422
"710","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",107,206,234743,0.0000934579439252336,11.1635981308411,0.000455817638864631
"711","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",91,182,209782,0.0000659340659340659,13.1264285714286,0.000433783642066526
"712","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",149,308,349223,0.000087248322147651,8.01681208053691,0.000426661474186981
"713","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",145,282,300641,0.0000482758620689655,8.23796551724138,0.000482302812989579
"714","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",102,221,264334,0.0000980392156862745,11.7108333333333,0.000385875445459154
"715","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",76,176,196637,0.0000789473684210526,15.7171710526316,0.000386498980354664
"716","DN","Western","March, 2017","Day","HEAR A BTR DAY 120",142,262,292621,0.0000140845070422535,8.41200704225352,0.000485269341571521
"717","DN","Western","March, 2017","Day","HEAR A BTR DAY 120",91,186,213942,0.0000879120879120879,15.1458791208791,0.000425348926344523
"718","DN","Western","March, 2017","Day","HEAR A BTR DAY 120",94,186,218536,0.000074468085106383,14.6625,0.000430135080718966
"719","DN","Western","March, 2017","Day","HEAR A BTR DAY 120",120,233,248885,0.0000416666666666667,11.485625,0.000482150390742712
"720","DN","Western","March, 2017","Day","HEAR A BTR DAY 120",73,161,171667,0.0000547945205479452,18.8804794520548,0.000425241892734189
"721","DN","Western","March, 2017","Day","HEAR A BTR DAY 120",120,207,240976,0.00005,11.485625,0.000497974902064936
"722","DN","Western","March, 2017","Day","HEAR A BTR DAY 120",95,171,194048,0.0000421052631578947,12.5737368421053,0.000489569591029024
"723","DN","Western","March, 2017","Day","HEAR A BTR DAY 120",189,317,366644,0.0000158730158730159,6.32013227513228,0.00051548641188728
"724","DN","Western","March, 2017","Day","HEAR A BTR DAY 120",113,223,237851,0.0000353982300884956,10.5708407079646,0.000475087344598089
"726","DN","Western","April, 2017","Day","HEAR A BTR DAY 120",161,266,298273,0.0000186335403726708,7.41928571428572,0.000539773965461172
"727","DN","Western","April, 2017","Day","HEAR A BTR DAY 120",67,133,169751,0.0000447761194029851,17.8284328358209,0.000394695760260617
"728","DN","Western","April, 2017","Day","HEAR A BTR DAY 120",89,163,183668,0.0000674157303370786,13.421404494382,0.000484569984972886
"729","DN","Western","April, 2017","Day","HEAR A BTR DAY 120",90,173,209175,0.000111111111111111,15.3141666666667,0.000430261742560057
"730","DN","Western","May, 2017","Day","HEAR A BTR DAY 120",55,119,148509,0.0000363636363636364,25.0595454545455,0.00037034792504158
"731","DN","Western","May, 2017","Day","HEAR A BTR DAY 120",106,254,277171,0.0000283018867924528,13.0025943396226,0.000382435391870001
"732","DN","Western","May, 2017","Day","HEAR A BTR DAY 120",80,148,167030,0.000075,17.2284375,0.000478955876189906
"733","DN","Western","May, 2017","Day","HEAR A BTR DAY 120",139,255,276826,0.000100719424460432,9.91564748201439,0.000502120465563206
"734","DN","Western","May, 2017","Day","HEAR A BTR DAY 120",105,217,243370,0.0000571428571428571,13.1264285714286,0.000431441837531331
"735","DN","Western","June, 2017","Day","HEAR A BTR DAY 120",101,147,165081,0.0000495049504950495,11.8267821782178,0.000611820863697215
"736","DN","Western","June, 2017","Day","HABD REV 120 TEST",111,205,238331,0.0000810810810810811,10.7613063063063,0.000465738825415074
"737","DN","Western","June, 2017","Day","HABD REV 120 TEST",136,216,246392,0.0000367647058823529,8.783125,0.000551965972921199
"738","DN","Western","June, 2017","Day","HEAR A BTR DAY 120",83,178,188145,0.0000602409638554217,14.3916265060241,0.000441149113715485
"739","DN","Western","June, 2017","Day","HABD REV 120 TEST",136,234,277342,0.0000294117647058824,8.783125,0.000490369291344261
"740","DN","Western","June, 2017","Day","HEAR A BTR DAY 120",77,140,148885,0.000025974025974026,15.5130519480519,0.000517177687476912
"741","DN","Western","June, 2017","Day","HEAR A BTR DAY 120",125,228,257921,0.000032,9.55604,0.000484644522935317
"742","DN","Western","June, 2017","Day","HEAR A BTR DAY 120",107,172,200082,0.0000747663551401869,11.1635981308411,0.000534780739896642
"743","DN","Western","June, 2017","Day","HABD REV 120 TEST",105,153,176736,0.0000285714285714286,11.3762380952381,0.000594106463878327
"744","DN","Western","June, 2017","Day","HEAR A BTR DAY 120",155,212,226297,0.0000451612903225806,7.11367741935484,0.000684940586927798
"745","DN","Western","June, 2017","Day","HEAR A BTR DAY 120",135,207,231115,0.0000740740740740741,8.16755555555556,0.000584124786361768
"746","DN","Western","July, 2017","Day","HABD REV 120 TEST",152,245,272692,0.0000263157894736842,7.25407894736842,0.000557405424434894
"747","DN","Western","July, 2017","Day","HABD REV 120 TEST",153,190,218337,0.000130718954248366,7.20666666666667,0.000700751590431306
"749","DN","Western","July, 2017","Day","HABD 60 TEST",116,243,264891,0.0000172413793103448,4.7526724137931,0.000437915972985115
"751","DN","Western","July, 2017","Day","HABD 60 TEST",133,221,261697,0.0000075187969924812,4.14518796992481,0.000508221339946579
"752","DN","Western","July, 2017","Day","HABD 60 TEST",129,222,260871,0.0000310077519379845,4.27372093023256,0.000494497280264959
"753","DN","Western","July, 2017","Day","HABD 60 TEST",140,219,242256,0.0000285714285714286,3.93792857142857,0.000577901063337957
"754","DN","Western","July, 2017","Day","HEAR A BETTER DAY 60",78,140,151508,0.0000128205128205128,7.06807692307692,0.000514824299706946
"755","DN","Western","July, 2017","Day","HABD 60 TEST",136,222,249563,0.0000588235294117647,4.05375,0.000544952577104779
"756","DN","Western","July, 2017","Day","HEAR A BETTER DAY 60",98,185,212509,0.0000102040816326531,5.62561224489796,0.000461156939235515
"757","DN","Western","July, 2017","Day","HABD 60 TEST",124,193,223058,0.0000161290322580645,4.44604838709677,0.000555909225403258
"758","DN","Western","July, 2017","Day","HABD 60 TEST",119,198,218627,0.0000252100840336134,4.63285714285714,0.000544306055519218
"759","DN","Western","July, 2017","Day","HEAR A BETTER DAY 60",146,257,272353,0.0000136986301369863,3.77609589041096,0.000536068998689201
"760","DN","Western","July, 2017","Day","HEAR A BETTER DAY 60",150,252,266878,0.00000666666666666667,3.6754,0.000562054571751887
"761","DN","Western","July, 2017","Day","HABD 60 TEST",85,143,161602,0.0000352941176470588,6.486,0.000525983589312014
"763","DN","Western","July, 2017","Day","HEAR A BETTER DAY 60",117,189,209726,0.0000256410256410256,4.71205128205128,0.000557870745639549
"765","DN","Western","July, 2017","Day","HABD 60 TEST",74,151,173154,0.0000405405405405405,7.45013513513513,0.000427365235570648
"766","DN","Western","July, 2017","Day","HEAR A BETTER DAY 60",116,183,206580,0.0000258620689655172,4.7526724137931,0.000561525801142415
"767","DN","Western","July, 2017","Day","HABD REV 120 TEST",102,174,185131,0.0000392156862745098,10.81,0.000550961211250412
"768","DN","Western","August, 2017","Day","HABD REV 120 TEST",84,176,200930,0.000154761904761905,13.1264285714286,0.000418056039416712
"769","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",32,46,51551,0.00009375,21.535546875,0.000620744505441214
"770","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",56,75,81454,0.0000892857142857143,12.3060267857143,0.000687504603825472
"771","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",19,53,59308,0.000105263157894737,36.2703947368421,0.000320361502664059
"773","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",15,48,64144,0.000333333333333333,45.9425,0.000233848840109753
"774","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",38,82,91328,0.0000526315789473684,18.1351973684211,0.000416082690960056
"775","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",20,45,52490,0.0002,34.456875,0.000381024957134692
"776","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",24,73,80392,0.000166666666666667,28.7140625,0.000298537167877401
"777","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",26,64,68611,0.000115384615384615,26.5052884615385,0.000378947982101995
"778","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",33,49,54482,0.0000606060606060606,20.8829545454545,0.000605704636393671
"779","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",45,91,103623,0.0000222222222222222,15.3141666666667,0.000434266523841232
"780","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",20,49,57938,0.00015,34.456875,0.000345196589457696
"781","DN","Western","March, 2017","Day","HEAR A BTR DAY 120",38,82,92788,0.0000263157894736842,18.1351973684211,0.000409535715825322
"782","DN","Western","March, 2017","Day","HEAR A BTR DAY 120",25,86,101684,0.00012,27.5655,0.000245859722276858
"783","DN","Western","March, 2017","Day","HEAR A BTR DAY 120",26,63,80242,0.0000384615384615385,26.5052884615385,0.000324019839984048
"784","DN","Western","March, 2017","Day","HEAR A BTR DAY 120",18,62,65821,0.000388888888888889,38.2854166666667,0.000273468953677398
"785","DN","Western","April, 2017","Day","HEAR A BTR DAY 120",28,68,73978,0.000107142857142857,24.6120535714286,0.000378490902700803
"788","DN","Western","April, 2017","Day","HEAR A BTR DAY 120",35,66,71849,0.0000285714285714286,19.6896428571429,0.000487132736711715
"789","DN","Western","April, 2017","WE","HEAR A BTR DAY 120",31,83,94691,0.0000967741935483871,22.2302419354839,0.000327380638075424
"790","DN","Western","April, 2017","Day","HEAR A BTR DAY 120",18,57,72441,0.0000555555555555556,38.2854166666667,0.000248478071810163
"791","DN","Western","May, 2017","Day","HEAR A BTR DAY 120",29,57,72546,0.0000344827586206897,23.7633620689655,0.000399746367821796
"793","DN","Western","May, 2017","Day","HEAR A BTR DAY 120",21,44,67290,0.0000476190476190476,32.8160714285714,0.000312082032991529
"794","DN","Western","May, 2017","Day","HEAR A BTR DAY 120",9,36,39005,0.000333333333333333,76.5708333333333,0.000230739648762979
"795","DN","Western","June, 2017","Day","HEAR A BTR DAY 120",12,30,34299,0.0000833333333333333,61.2566666666667,0.00034986442753433
"797","DN","Western","June, 2017","Day","HEAR A BTR DAY 120",31,46,60883,0.000032258064516129,23.7122580645161,0.000509173332457336
"798","DN","Western","June, 2017","WE","HEAR A BTR DAY 120",41,87,111989,0.0000731707317073171,16.8082317073171,0.000366107385546795
"799","DN","Western","June, 2017","Day","HABD REV 120 TEST",22,50,62176,0.000181818181818182,33.4127272727273,0.000353834276891405
"801","DN","Western","June, 2017","WE","HEAR A BTR DAY 120",35,64,66036,0.0000571428571428571,19.6896428571429,0.000530013931794779
"804","DN","Western","July, 2017","WE","HABD REV 120 TEST",24,29,47411,0.0000833333333333333,26.7997916666667,0.000506211638649259
"805","CBL","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",86,123,175770,0.000116279069767442,40.6003488372093,0.000489275758092962
"806","CBL","Crime Drama","January, 2017","Day","HEAR A BTR DAY 120",44,87,139154,0.000113636363636364,79.3552272727273,0.000316196444227259
"807","CBL","Crime Drama","February, 2017","Day","HEAR A BTR DAY 120",74,121,152992,0.000108108108108108,37.2506756756757,0.000483685421459946
"808","CBL","Crime Drama","February, 2017","Day","HEAR A BTR DAY 120",87,139,165309,0.000114942528735632,31.6844827586207,0.000526287135001724
"809","DN","Western","April, 2017","Day","HEAR A BTR DAY 120",47,102,136336,0.000191489361702128,29.325,0.000344736533270743
"810","CBL","News","March, 2017","Day","HEAR A BTR DAY 120",413,609,789995,0.0000508474576271186,21.3582566585956,0.000522788118912145
"811","CBL","News","March, 2017","Day","HEAR A BTR DAY 120",538,807,999312,0.000087360594795539,16.3958364312268,0.000538370398834398
"812","CBL","News","March, 2017","Day","HEAR A BTR DAY 120",545,802,1003918,0.0000568807339449541,16.185247706422,0.000542873023493951
"813","CBL","Lifestyle","March, 2017","Day","HEAR A BTR DAY 120",16,41,52763,0.0000625,43.07109375,0.000303242802721604
"814","CBL","Lifestyle","March, 2017","Day","HEAR A BTR DAY 120",27,53,62688,0.000148148148148148,25.5236111111111,0.000430704441041348
"817","NW","Game Show","April, 2017","Day","HEAR A BTR DAY 120",1597,2521,3170806,0.0000588603631809643,29.9187226048842,0.000503657429688224
"818","NW","Game Show","April, 2017","Day","HEAR A BTR DAY 120",1581,2469,3003570,0.000148640101201771,30.2215053763441,0.000526373615397677
"819","NW","Game Show","May, 2017","Day","HEAR A BTR DAY 120",1472,2335,2817248,0.0000835597826086957,32.459375,0.00052249571212758
"822","NW","Game Show","February, 2017","Day","HEAR A BETTER DAY 60",1584,2589,3189865,0.000038510101010101,15.6622159090909,0.000496572738971712
"823","NW","Game Show","February, 2017","Day","HEAR A BETTER DAY 60",1657,2512,3113664,0.0000446590223295112,14.9722088111044,0.000532170458983371
"824","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",29,92,119256,0.000310344827586207,23.7633620689655,0.000243174347621923
"825","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",42,113,147533,0.000119047619047619,16.4080357142857,0.000284682071129849
"826","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",58,123,132238,0.0000862068965517241,11.8816810344828,0.000438603124669157
"827","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",37,99,114418,0.000324324324324324,18.6253378378378,0.000323375692635774
"828","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",20,68,77476,0.0001,34.456875,0.000258144457638495
"829","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",37,96,142813,0.0000810810810810811,18.6253378378378,0.000259080055737223
"830","DN","Western","January, 2017","Day","HEAR A BTR DAY 120",28,85,111385,0.000178571428571429,24.6120535714286,0.000251380347443552
"831","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",25,80,94755,0.00004,27.5655,0.000263838319877579
"832","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",25,66,78471,0.0002,27.5655,0.000318589032891132
"833","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",34,100,130160,0.0000882352941176471,20.26875,0.000261216963736939
"834","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",19,78,95539,0.000105263157894737,36.2703947368421,0.000198871664974513
"835","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",23,78,90909,0.000173913043478261,29.9625,0.000253000253000253
"836","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",27,87,94655,0.0000740740740740741,25.5236111111111,0.000285246421213882
"837","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",22,70,77706,0.000272727272727273,31.3244318181818,0.000283118420713973
"838","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",32,119,134892,0.00021875,21.535546875,0.000237226818491831
"839","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",46,110,131010,0.0000217391304347826,14.98125,0.000351118235249218
"840","DN","Western","February, 2017","Day","HEAR A BTR DAY 120",38,117,138779,0.0000789473684210526,18.1351973684211,0.000273816643728518
